comment,cluster
Sempre compro neate site e nunca tive problemas,0
Comprei duas luminárias e chegou somente 1. Estou aguardando a segunda luminária.,0
Pedi a saia branca me mandaram creme,0
Muito lindo e macio,1
"Paguei por um frete onde os prazos não foram seguidos,nas informações de rastreio aparecia apenas a ocorrência de um imprevisto,a falta de informações demonstra o descaso da empresa com o cliente.",0
"Apesar de ser entregue antes do prazo combinado, o produto veio nas cores erradas! Comprei na cor cobre e veio um dourado e outro cobre! Não adianta entregar antes do prazo se estão mandando o errado!",2
Tudo conforme o anúncio. Recomendo.,1
Produto bom e entregue bem antes do prazo!,3
"Recomendo produto de ótima qualidade 
Chegou antes do prazo.",3
recomendo,1
"Adorei o meu produto, vou aproveitar muito.",1
Sempre gostei de comprar no baratheon. Confio na seriedade dessa loja!,2
Dos 7 produtos que comprei recebemos apenas 1 mandei mensagem mas até agora sem resposta,4
Muito fino....mas bom...,1
A empresa nao entra em contato com o cliente é evasiva nos seus argumentos...convence uma crinça de 3 anos que a mohila que ela sonhou em ter não chegou?,4
"Pedido chegou antes do prazo previsto, mercadoria de qualidade! 
Recomendo",3
vocês e muito pontual,1
"Excelente em todos os aspectos, recebi minha compra antes do tempo... Ótimo!!! ",1
"Comprei duas capinhas e duas películas, mas foi entregue somente uma capinha.",2
"Produto entregue dentro do prazo, extremamente bem embalado (protegido) e funcionando corretamente.",3
Excelente atendimento,1
"Entrega muito rapida, antes mesmo da data prevista, produto Muito bem protegido para entrega. Funcionando como o esperado. Nota 10.",3
Comprei pela primeira vez e fiquei satisfeito,2
entrega feita antes da data prevista.,3
entregue antes do prazo e em perfeto estado.,3
O produto chegou antes do prazo estipulado mas não veio conforme anuncio e não funcionou.,3
"Recebi muito rápido, produto perfeito.",1
Veio tudo perfeito como no anúncio e recebi antes da data ainda ! Muito satisfeita..,3
Nota 10,1
Meu produto veio faltando com 5 quantidades e apenas recebi 4 e ninguém me atende no sac ou me da alguma satisfação ,0
Top,1
Não é possível tanta falta de atenção uma demora tremenda para receber o produto pra quando chegar vim errado e agora o q faço ???,0
"Mosquiteiro bom. Na foto não parecia ter elástico e tem. Precisa encaixar ao redor da cama, senão ele se junta todo no meio. Tamanho é grande pra cama de solteiro. Casal mais caro e mesmo tamanho.",2
"Estou decepcionado coma demora na entrega. e a falta de satisfação, ou explicação da loja",0
OTIMA ,1
"Bom amei o produto
",1
Loja honesta!...,1
Até o momento a empresa não entregou o nosso produto. Está muito atrasado e compromete os objetivos do cliente com a espera do produto.,0
lannister ótima vcs dão valor as seus cliente.obrigado,2
Parabéns ! Entrega rápida e o produto veio certinho.,1
"Um ótimo serviço, o produto chegou bem antes da data prevista. E o produto em ótimas condições bem embalado e obrigado pelo brinde. ",3
"fiz essa compra pelo baratheon comprei um conj. de bolsas para maternidade diz que seria entregue pelo targaryen ate agora nao chegou.
comprei na mesma compra lustres e ja chegaram ate mesmo antes do praz",4
melhor loja amei o relogio de mais. ,1
"Produto veio certo , porem com cor diferente ",2
"ainda não testei o produto, mas a entrega foi rápida. obrigado",1
Nem o targaryen e nem o intermediário stark me responderam ou deram qualquer satisfação pelo produto que paguei a vista. Prazo de entrega: 15/03. Produto foi pago quase 1 mês atrás,4
Produto chegou bem antes do previsto!!!,3
Ainda nao recebi,0
"O produto é uma graça! Além de pratico muito lindo! Amei! Como sempre, a lannister arrasa em tudo!!! Super recomendo!",1
Recebi o produto corretamente e dentro do prazo definido.,3
Não recebi meu produto até hj. E não recebi nenhuma satisfação.,0
"comecei usar o produto ontem, nao tenho como avaliar a eficacia. entrega rapida e bem embalado.",1
Ótima loja entrega certinha e no prazo antes do prometido 👍👍👍👍,3
Ótimo 100% confiável,1
Otimo!,1
Eu comprei um produto e me mandaram outro produto com especificações diferentes.,2
"Bom dia!
já sou cliente da baratheon a alguns anos,não tive reclamação... mas esta cortina que comprei não gostei péssimo em acabamento, fica tudo engovinhado gostaria de trocar produto.
",2
"O produto é de boa qualidade, porém, comprei na cor branco e recebi na cor rosa. Não efetuei a troca pois para a utilização a cor não iria interferir, e estava com urgência.",2
Não esperava que fosse tão boa essa caixa mas me surpreendeu a qualidade do som! Estou muto satisfeita!,2
"Ótima compra,dentro do prazo e atendida com atenção,obrigada.",1
Comprei a camisa tamanho 6 e foi enviado no tamanho 7,2
"Prescizo dos produtos. Pois os mesmo sã o presente de aniversário de duas crianças. 
É a primeira vez que compro no site e já acontece isso . Quero os produtos. ",0
"Recebi no prazo do jeito que vi ni=o site
",1
Muito bom,1
"O objeto era para minha filha, ela ficou satisfeita.",1
Comprei três tonners pretos. Entregaram dois pretos e um magenta. Para devolver eu preciso da nota fiscal que eles não enviaram e a chave de acesso para a nfe estava incorreta.,0
Tudo ok ,1
Era duas mesas e só recebi um quando irá chegar a outra e pq não foi as duas de vez,0
"Pelo que entendi, o produto não tinha em estoque. Por que finalizaram a venda?",0
"Comprei por um capacete no tamanho G, claramente especificado no anúncio. No entanto me enviaram o tamanho M, sem ao menos ser questionado se atenderia às minhas necessidades.",2
Tudo ocorrido conforme esperado. Produto entregue e bem antes do prazo!,3
Parabéns pelo cuidado e atenção!,1
Foi ótimo produto foi entregue antes da data prevista,3
"No anúncio disseram que era felpudo, só que não, descrição nada haver",0
Veio avariado e já pedi a troca ou cancelamento. Podem ajudar ? Obrigado ,0
"Excelente produto, entregue no prazo. Recomendo.",3
BOA,1
Produto conforme anúncio.,1
Pronto atendimento.,1
"A unica reclamação enquanto a entrega, é a embalagem do produto que veio violada e mal embalada ",1
Muito rápido a entrega!!!,1
"PRODUTO DE QUALIDADE 
ATENDEU A NECESSIDADE
RECOMENDO.",1
ótimo produto.,1
Eu recomendo ,1
"atraso na entrega da mercadoria,não cumpre prazo determinado.",3
"PRODUTO CONFORME FOTO E ESPECIFICAÇÕES, MUITO BOM
",1
Marca como entregue 2 produtos....mas na realidade recebi apenas 1....Falta tapete de borboleta ,2
"Adorei o produto que comprei, superou minhas expectativas, super recomendo.",1
"O produto não é o que eu esperava, mas serve",1
"muito bom, entregue antes do prazo",3
"Faz dois dias que o prazo da entrega venceu e o produto ainda não chegou, inclusive já foi pago parcela no cartão de crédito.",4
"Vei junto com o controle 4 pilhas AA, mas o controle usa duas pilhas maiores.",2
Comprei o jogo com 3 peças e me mandaram com 2 está errado to tentando entrar em contato com a lannister mais eles não respondem meus e-mail quero que seja feita a troca e não quero vale comprar ,4
Chegou um creme para mãos fps 15 ao invés do produto que comprei.,1
"o único problema é que no anuncio não fala se é de ilhós ou tiras, acabei comprando achando que fosse de ilhós e infelizmente não era,. pois deveria constar no anuncio. Mas o produto é bom.",2
"Foi entregue somente um dos transformadores, entregue o de 3500 va e falta o transformafor de 5000va",0
a compra foi realizada a 1 mês e o produto ainda não foi entregue. Não tenho acesso ao rastreamento ,4
Achei um pouco demorado a entrega,2
"um bom exemplo de loja
todas deveriam ser assim nota10",2
Ótimo produto. Recomendo ,1
Tudo ótimo recomendo ,1
O produto veio errado. o que é um transtorno visto que tive vários problemas com a entrega.,0
Produto entregue antes do prazo é o conjunto muito lindo. ,3
Chegou antes do prazo. O piso é muito prático e de fácil montagem.,1
ok,1
"Não recebi os produtos, quero meu dinheiro de volta.
Por favor me reembolsar",0
Ótimo ,1
A cor do produto que veio é totalmente diferente do da foto. ,2
Entregue antes do tempo,3
Não recebi meu produto e ainda não respondem meus contatos. Horrível essa loja ,4
"Muito bom o produto chegou antes do prazo
Amei ",3
Chegou quebrada pois a embalagem era péssima ,2
Até o momento não recebi o produto. Abri uma reclamação hoje e o número do protocolo é: 2018042022548 ,4
Recebi o produto muito antes do prazo informando!,3
Sem palavras,1
"Produto de péssima qualidade, as 3 partes de madeira vieram arranhadas e lascadas. Pintura horrível dos cavaletes, parece que era preta e foi pintada de amarelo. Sem marcação p furação. Arrependida.",2
Péssimo não me deram nenhuma informação nem código e pior não me entregaram ,0
ótimo produto,1
"Comprei o produto e depois eles informaram que não tinham no estoque, mas no site da lannister ele continuava disponível para venda. Já solicitei o cancelamento da compra, porém não obtive resposta.",4
Produto de excelente qualidade,1
Gostei do produto,1
"Muito bom, comprei no site e chegou tudo certinho, obrigada.",1
Entregou dentro do prazo.,3
"Foi entregue rápido meu pedido, já comprei outras vezes pela lannister e nunca tive problemas. Recomendo.",0
"Primeira compra, espero que continue sempre assim, pontual, zelando pela excelência.",2
"Gostaria de saber o motivo pelo qual não recebi ainda, a possibilidade de entregar ou faço o cancelamento do pagamento ? ",4
O produto nao foi entregue.,0
"Lindas peças, porém muito frágeis. ",2
"Produto chegou no prazo. Só é uma pena ele n tocar musica. Fora isso é realmente lindo, e quebra um galho pra mamãe que quer deixar o bebe brincando enquanto faz algumas tarefas doméstica. ",2
Entrega pontual; ótimo produto ; bom preço. Tudo certinho!!,1
"Efetuei a compra em 02/02/18 e até hoje não recebi o produto. Quando tento rastrear a entrega, verifico que o status não muda há mais de 20 dias.",4
Favor responder a tesoura de desfiar veio com defeito preciso trocar,0
PRODOTO CONFORME DESCRITO.,1
Um dos produtos comprados não foi entregue mas consta no site como se houvesse sido entregue há dois dias.,0
Ótimo produto. Eu recomendo ,1
Veio antes do prazo de entrega. ,3
excelente tenho sempre preferencia pelas compras online com a lannister. empresa 100% comprometida com os cliente. muito satisfeito com as compras já efetuadas. ,0
"BOA TARDE
O PRODUTO AO CHEGOU NO ENDERECO O QUE DEVO FAZER? PAGUEI O BOLETO E PRECISO URGENTE DO PRODUTO. ",0
Muita praticidade e pontualidade.,1
Muito bom.,1
Espero que o aparelho realmente atenda o que espero dele...,1
"Além da comodidade, celeridade, o produto foi entregue da data esperada. Obrigado !",1
"Mochila grande e boa qualidade, poucas divisões s compartimentos. 
Bom custo beneficio ",2
"não gostei, efetuei a compra, paguei pelo frete, e o produto esta nos correios bem longe de minha residencia, quero meu estorno.",2
Show,1
Produto além das expectativas!,1
"O produto chegou anted do prazo final, o que foi ótimo pois era presente, bem embalado e igualzinho ao anunciado.",1
tudo perfeitinho,1
Produto ótimo recomendo,1
"Muito bom a entrega e estava dentro do prazo. Alias foi entregue antes, sem nenhum defeito.",3
Produto de qualidade ! Porém na próxima vez vou me atentar nas características do produto ! Infelizmente é pequena para o meu uso ! Mesmo assim deixo bem claro novamente que o produto tem ótima qualid,2
"gostei do atendimento , recomendo",1
Parabéns pela agilidade ,1
produto adequado às minhas necessidades e fácil de montar.,1
"Adorei o pingente, vem na caixinha e com certificado de garantia.",2
Recomendo. ,1
Muito bom.,1
"fiquei super satisfeita com a aquisição de colares da amizade, são muito bonitos e bem acabados, minha netinha de 08 anos e as melhores amigas ficaram super felizes, obrigada pela entrega rápida.",1
Até o momento não recebi e já estou pagando ,0
"Gostei muito, vou usar em palestras.",2
Não recebi meu produto! ,0
Chigling,1
Não recebi o rpoduto em minha residencia.,0
"PRODUTO NÃO CHEGOU,E JÁ PASSOU O PRAZO DE ENTREGA",3
Chegou antes do prazo determinado e veio correto.,3
O produto chegou na minha cidade mas não na minha residência pois os correios são um órgão cheio de falhas com isso não levou até a minha casa tive o transtorno de ir buscar o objeto na sede mas próxi,2
"Boa parceira, meu produto chegou antes do prazo. ",3
Mandei um email até agora não obtive resposta. Meu produto não chegou... ,4
"O produto não foi entregue em minha residência, tendo eu, que disponibilizar de tempo para ir ao correio retirar o produto.

muito Obrigada.
Rosana",2
"Boa noite, 
Fui verificar o andamento do produto e visualizei no email que o produto havia sido entregue, sendo que não recebi nada.
Aguardo resposta.
O que está havendo afinal ?",4
"Entregou bem antes do prazo,com qualidade e segurança.",3
Otimo produto e de fácil substituição no aparelho. Demorei nem 2 min para troca,2
Já é o meu segundo pedido com essa loja e tudo funcionou muito bem.,1
"Recomendo esta loja, mas por conta dos correios, houve atraso na entrega.",0
Recomendo produto muito bom,1
"Seriedade no serviço, parabéns.",1
"Realizei a compra e o pgto no msm dia e ele foi confirmado em 1 dia. Levou semanas para a emissão da nota fiscal. A nota foi emitida, mas até hj o produto não foi p transporte. Ou seja, nunca nem vi!",0
Tudo perfeito,1
muito bom e ainda mandaram um brinde lindinho junto!! RECOMENDO.,2
"pela segunda vez aconteceu problema em compra via internet. Primeiro foi com um climatizador que me mendaram com voltagem divergente.
Agora com pedido feito na segunda semana de março e aainda nao en",4
"Gostei muito do produto, pelos macios ",1
demora muito pr entregar,1
Otima entrega .producto muito bom ,1
O produto ainda não foi entregue. Aguardo contato do SAC,4
"Tudo correu bem. O produto chegou até antes do prazo, mas a bateria de celular que comprei veio simplesmente dentro de um envelope, nada protegido e ainda por cima não funciona. Já pedi cancelamento.",0
Vou mandar o produto de volta. Estou esperando o andamento da solicitação de devolução que fiz à stark.,4
Ótimo produto.,1
recomendo,1
"Ótimo !
Obrigado stark, loja recomendadíssima.
",1
"Entrega do produto feita bem antes data, tamanho certo e itens que constavam no kit. Muito melhor que o esperado.",1
"Recebi, porém com atraso na entrega. 
Mas produto chegou com tudo ok!",1
"A entrega foi muito rápida e veio o produto correto, porém a qualidade das bolsas deixou a desejar um pouco.. Fora isso tudo excelente!",2
A entrega foi bem antes do esperado. O produto é de qualidade venho em uma embalagem perfeita. ,3
A chaleira aquece a água rápido... muito boa..a única coisa é que ela diz que apita mas nunca apitou...mas isso não tem problema pq dá p escutar quando está fervendo a água... recomendo!!!,2
"a capinha a qualidade do plastico de dentro é boa a parte de fora ""couro"" é boa Porem a pelicula de vidro veio quebrada e bem quebrada,veio bem embalada oque indica que foi embalada ja quebrada.triste",2
Recomendo ,1
mais rapido que ja vi,0
recomendo a loja...meu produto chegou antes do prazo é em perfeitas condições .,3
"O cesto foi recebido com uma das duas dobradiças amassada e faltando um parafuso de dois de uma lateral, que sequer teve a furação do parafuso na madeira, ou seja ele nunca foi colocado.",2
"Chegou muito rápido bem antes do prazo, me surpreendeu , produto 100% como está no anúncio. Parabéns! ",3
"Srs , gostaria de registrar minha insatisfação . Fiquei aguardando ,paguei frete p o produto ser entregu no meu endereço, tive que me deslocar do meu trabalho mais cedo para retirar no correio.",2
"embalagem apropriada, entregue dentro do prazo",3
O produto não foi entregue!,0
É realmente o prometido! Parabéns ao vendedor!,1
Eu gostei muito dos meus produto,1
"Chegou rápido, lacrado e bem embalado",3
Ótimo produto grande e de fácil montagem eu recomendo com certeza ,1
"atendeu as minhas necessidades gostei muito 


 ",1
"Adorei as bolsas, lindas!",1
O produto foi entregue de forma satisfatória.,1
"Satisfeita com produto, com qualidade, prazo de entrega. ",3
"Produto não é original como anunciado,e sim compatível,já pedi a devolução.",0
"não é reconhecido pelo meu pc, sendo q o mesmo é atualizadíssimo no que se refere aos drivers!",0
MUITO BOM!,1
"Não recebi nem a NF-e, nem produto e nem sequer uma satisfação da loja.
Decepcionada",0
"Recebi dentro do prazo estabelecido, produtos entregues em perfeito estado",3
produto cortina nao veio e agora?,0
Ainda não recebi o produto e tbm recebi uma outra msg sinalizando q ia ser cancelado,0
foi entregue no prazo,3
"Gostei do produto mas na entrega deixou a desejar, e não dão informações ao cliente sobre a entrega.. mas o produto é ótimo e lindo! ",0
muito bom chegou muito antes do prazo de entrega,3
O produto veio com defeito ! ,2
"falta agora o terceiro e o i ultimo trlogio de 181.40,estou no aguardo",0
"Estou tentando entrar em contato há dias com o stark e a targaryen para resolução do problema.
Veio somente metade do pedido.",4
"nao recebi o produto
o endereço cadastrado foi alterado,corrigi e mandei 3 vezes o endereço correto e nao obtive nenhuma informação",4
Eu precisava de uma capa para Galaxy S8 edge sem ser o Plus. Veio para o modelo errado o Plus. Quero devolve-la não tem funcionalidade pra mim.,2
"O relógio é muito bonito e de boa qualidade...a entrega foi muito antes do esperado. O único problema é que na foto ele parece cinza, porém é preto.",2
"Chegou na data certa,tudo conforme o combinado",3
Sei que o atraso da entrega ocorreu em virtude da paralisação.,0
"Capinha perfeta, como uma luva. Pelicula não ficou perfeita, com algumas bolhas de ar nos extremos",2
COMPREI UM CARTUCHO NOVO ORIGINAL DA HP E QDO CHEGOU AQUI O PRODUTO ERA REMANUFATURADO,2
Bom,1
Recebi parcialmente.,0
FOI ENTREGUE ANTES DO PRAZO,3
"no site comprei o produto o original embalado, inclusive com o preço maior, porem recebi o produto desembalado, enrolado em plastico bolha muito diferente do original, diferente do que comprei..",2
Excelente chegou no prazo.,3
produto entregue antes da data,3
mousse não faz espuma deve estar com problema como faço pra trocar. Nao compre se nao trocarem o meu ,0
Meus Parabéns,1
Produto ce qualidade,1
Ótimo produto e entrega rapida,1
"Não recebi o produto que comprei. Comprei o seguinte produto: Isqueiro Zippo Preto Com LOGO 24756zl, foi entregue um sem logo, não correspondendo ao produto pelo qual comprei.",0
Os Correios não sabem onde está o produto é eu não consigo entrar em contato com a loja para ter uma satisfação sobre minha compra. ,4
"achei otimo o produto, chegou 20 dias antes do combinado!! parabens!!!!!!",1
muito bom ,1
Produto de acordo com o anunciado e entrega antes do prazo,3
satisfeito,1
Tinha que vir com manual de montagem,2
Recebi o produto do parceiro dentro do prazo prometido em perfeitas condiçőes. Recomendo-o. Voltaria indicar e comprar dele.,1
"Entrega rápida, produto de qualidade!",3
"Ha muitos anos que sou cliente da stark, e só tenho visto mais evolução dessa loja estão de parabéns",0
"O pedido se tratava de 5 frascos de oleo de linhaça, veio 1oleo de coco. Se não tinha os 5, não deveria vender.Estou a 2 dias tentando contato com por e_mail e ninguem responde. Por telefone e imposs",4
A encomenda chegou em perfeito estado e bem antes do prazo!,3
"O suporte d mesa é muito bom, mas a tampa é muito frágil. A minha quebrou comigo tentando abrir.",0
"Recomendo material com qualidade e preço muito bom.
",1
Bom,1
"Excelente produto, mas houve muita demora na entrega.",1
"O produto veio desbotado, um aspecto de produto velho e pouca qualidade, no site parece ser lindo. Caso tivesse visto o produto antes com certeza não compraria.
Não recomendo.",2
Produto falsificado código de autênticidade falso.,1
Bom vendedor,1
Otimo produto,1
"Recomendo totalmente este site, produto entregue corretamente e antes do prazo estipulado. Parabéns!!!",3
"Ajudem a rastrear uma das 3 prateleiras que faltou, só chegaram 2 delas...",0
Uma excelente loja e produto maravilhoso ,1
"Relógio belíssimo, muito elegante, inacreditável diante do valor de menos de R$ 150,00! Veio muito bem embrulhado e protegido, fora que tem também caixa muito chique, como se fosse jóia!!! Recomendo",2
Produto está atrasado ,1
Tudo certo ,1
O produto chegou em 3 dias.,3
Tudo ok. Recomendo!|,1
SHOW!,1
"Meu esposo recebeu, estou no interior e quando a mercadoria chegar vou conferir. Eu comprei e ele não pode confirmar o pedido até que eu veja. Kelly",0
comprei nove cadeiras e chegou só 7 cade o restante?,2
Pena que o prato veio quebrado. ,2
"Recebi antes do prazo
Material excelente
Recomendo
",3
Meu produto só chegou o shampoo o condicionador não veio ou vcs me mandem ou devolvem o meu dinheiro pq paguei a vista no boleto e também quero o valor do frete q foi caro... Obrigado,2
PRODUTO DE BOA QUALIDADE E BONITO,1
Tudo certo,1
Muito bom,1
"Recebei o relógio dentro do prazo ,tamanho grande e muito bonito .",2
"O site diz que são toalhas felpudas, mas na vdd são horríveis e finas. Me decepcionei muito! De fato, são lindas porém usarei somente para decoração ",2
"comprei 2 toner hp ce278a e só recebi 1 e ainda emitiram a nota fiscal com 2 produtos. Estou até agora, esperando a entrega do segundo toner já entrei em contato com a targaryen e ainda não me retornaram",4
ok,1
"Preço atraente, mas demora demais a entrega e não tem acompanhamento via e-mail de por onde o produto anda",0
"produto regular
mas as estampas sao lindas",1
"Produto correto e funcionando perfeitamente, veio muito bem embalado e protegido, e chegou muito antes do prazo.",3
satisfeito,1
Não recomendo a referida loja,1
"Só chegou uma capa dia 27/08 e a outra dia 29/08, mas constava no rastreamento que eu já tinha recebido as duas, no final tudo certo.
Obrigada ",0
otimo,1
Produto não entregue. Prazo expirado.,3
"Não recebi o produto, já enviei vários e-mail sem resposta..quero meu dinheiro de volta",4
"Fiz a compra de um celular e uns pincéis. A venda do celular foi cancelada e aparentemente a compra dos pincéis havia sido aprovada, porém, recebi um e mail que a compra dos pincéis foi cancelada tamb",4
"Tudo dentro do programado...entrega rapida...recebimento perfeito, só não posso avaliar o produto, pois ainda instalei.",0
"Recebi somente a chaleira, faltou a lixeira",0
"Estou muito insatisfeito com essa loja targaryen, já paguei o pelo produto e o mesmo não foi entregue no prazo, quero que entregue meu produto com urgência!!! Espero que a targaryen e stark resolvam isso.",4
Muito bom,1
Produto bom. Porem pedi uma base que tem os ledes verdes e veio outra completamente diferente da que comprei e que era a do anuncio. ,2
"O produto chegou bem antes da data prevista, muito bom, obrigada!",3
Satisfeita com o produto q recebi,1
Otima e chegou em bom estado .. Não substituí a prancha mas ajuda muito no dia a dia .. Como não gosto de pranchar pq acho chato ela me ajudou mt ,0
O tapete n serve no renegade,2
"Estou satisfeita com o serviço prestado. 
O meu pedido chegou à tempo para o que eu precisava. ",1
Chegou muito rapido,1
Boneca original em perfeito estado.,1
"O serviço de entrega é muito bom, provavelmente comprarei de novo.",1
"veio so a matade da compra,entro em contato com quem?",4
"Recebi até antes do prazo combinado.
Muito obrigada!",3
Passou do prazo ,3
Produto de ótima qualidade e chegou antes do prazo. ,3
Gostei bastante do produto e meu gatinho também gostou!! :D,1
lannister é nota 10 sempre.,1
"Fiz um pedido, este não foi entregue no prazo (40 dias após a compra) e cancelaram meu pedido. Para compensar, me deram o valor em crédito",4
Além de não entregarem.não fui avisada nem reembolsada.,0
correta ,1
Satisfeito com a entrega... atendimento e produto ,1
Muito bom produto,1
Comprei duas caixas e recebi apenas uma!!!,2
Gostei muito da pulseira,1
"Até o presente, não recebi o produto que paguei, quero saber como proceder, para receber o dinheiro de volta",4
"Recebi tintas que não eram originais, imediatamente entrei em contato com a loja e recebi o valor de volta. ",4
excelente...entrega rapida,1
Produto de qualidade ,1
Entrega rápida e produto de qualidade!!!,3
"Produto de ótima qualidade, loja atenciosa entregou com muita antecedência ao prazo estipulado. ",3
"Recebi o produto como anunciado, o mesmo funciona como prometidos.",1
"Bom dia! 
Estou insatisfeita com a segunda compra, pois era para ser entregue até 27/04/2017 e até o momento não a recebi. Já terminei de pagar e a mercadoria não me foi entregue.",4
"O prazo máximo de entrega seria dia 27 de abril, e até a presente data não recebi o produto.",3
O pedido foi cancelado e não consegui utilizar o crédito!! Preciso de um novo voucher do meu credito referente essa compra.,0
"Tirando os correios que dependendo da agência que cai não entrega no meu endereço e eu tendo que retirar, de resto não tenho do que reclamar! Produto aparentemente de ótima qualidade!",0
Cortina muito linda e delicada. Comprei para colocar no quarto da minha bebe e ficou perfeita!! Super recomendo!!!,2
Muito bom ! Chegou no prazo ! Adorei !,3
Recomendo para todos ,1
Tudo dentro do prometido. O produto é muito bom.,1
Recomendo a loja e os produtos são de ótima qualidade ,1
Bom,1
Produto entregue bem antes do prazo parabéns ,3
Vcs são todos enrolados não teem respeito com p cliente até hoje meu produto não chegou só sabem mentir entregar que é bom nada mais de 20 dias e não me entregaram nada ,4
otima loja ,1
"Otimo site, bons preços.",1
"Não entendi o que houve. No site consta que meu pedido foi entregue, porém, não chegou a minha casa.",0
"Recebi meu produto tudo certinho e antes do prazo, adorei a empresa está de parabens.
",3
"Quanto à entrega e prazo do produto, tudo correu bem. Sendo que ao funcionar, o conversor apresentou um ruído intermitente. Gostaria de saber se tem como substituir por outro que não faça ruído. ",0
"O produto chegou na cor correta,, e na qualidade esperada, porém paguei frete para ter a comodidade de receber meu produto em casa e tive que buscar nas agências dos correios. ",2
ENTREGA OK,1
o melhor site para comprar.,2
"O produto é igual a oferta, porém é Xing ling na veja, não chega aos prometidos 20000mah, tenho um j5 e com os 100% de carga, deu 2 recargas completas e meia de outra. Mas como somos BR, vai na fé. ",2
"Recebi o produto e foi muito rápido e entrega.
Ótimo atendimento.",1
Parabéns pela agilidade da entrega,1
"Ótimo produto,entrega rápida e super bem embalado.Super recomendo!!!",3
otimo,1
Fiz um pedido de três relógios e só chegaram dois. Estou aguardando chegar o outro e até agora nada. Já faz três dias que recebi os dois relógios.,4
"Produto bom, foi enviado rapidamente ",1
Me entregaram so uma prateleira... E eu paguei por tres!!! Liguei parw reclamar e ate agora nada...,4
Não recebi ainda meu produto. Nunca vi uma demora tão grande. O produto chegou a receber o título de extraviado ou roubado. Estou decepcionado.,0
"Boa qualidade, funciona perfeitamente.",1
O produto foi entregue antes do prazo estabelecido e o valor muito competitivo.,3
Recomendo... prefeito;,1
"É de se chatear, você compra a mercadoria, paga o frete e tem que se aventurar para retirar sua mercadoria. Você vai porque precisa do produto porque a vontade é de desistir da compra. ",2
"paguei o valor pedido, mas após um tempo, recebi um e-mail dizendo que o produto tinha se esgotado. se acabou o produto, deveriam pausar o anuncio no exato momento, me senti lesado com isso.",0
"Boa,pois foi entregue no prazo é gostei muito do produto.",1
 me entregarão no cep 95770-000 no interior e em casa parabéns pois tem muitas empresas cobrando frete pra mim ir buscar nus correios de feliz Rs. Pois eles não fazem entrega pra são roque obrigada👏?,2
Ótima loja. Recomendo a todos. ,1
Muito bom,1
Comprei 2 produtos na loja e só recebi 1 estou aguardando o outro produto. Confesso que não entendi,0
Foi me enviado apenas um dos itens. A colcha Fantasy roxa não foi enviada.,0
"Gostei do produto, porém o visor do sensor está trincado em 2 partes, por ser um produto novo não deveria estar com estas características, como está funcionando direito deixei passar. ",2
Aguardando a outra unidade q adquiri e paguei. ,0
"Loja boa recomendo,pedido chegou antes do prazo.",3
otimo,1
"O mini scanner não esta funcionando, preciso fazer a troca do produto",0
"Amo comprar nas lannister, entrega muito rápida e super recomendo o site!!",1
"Bom dia.
O produto que recebi é diferente do que a loja mostra como foto.
Gostaria de devolver o mesmo e estornar o valor do cartão.
Muito obrigado.
Att.
",2
"foram comprados 2 itens
CACHEPOT - RECEBIDO
BUXINHO - NAO RECEBI
",0
"Não recebi o produto, recebi um email de vocês cancelando meu pedido e quero o meu dinheiro de volta,",4
Veio com um amassado pequeno na tampa da bateria! Nao reclamei pois iriam alegar que foi mal manuseado... dificilmente iriam me repor. NAO quis comprar a briga!,2
"Não recebi meu pedido, já tendo passado varias dias do prazo máximo estipulado, sem contar que a lannister nunca respondia minhas mensagens, então considero a empresa péssima.",4
Boa Tarde! Há possibilidade de trocar o produto? O marrom não combinou com nada na minha sala. Gostaria de trocar pelo bege claro ou cinza claro. Por favor me dá um retorno. Desde já agradeço,0
gOSTEI MUITO,1
Produto arranhado!,1
dfgadfgertterqt,1
Estou super satisfeita....super recomendo,1
"Inicialmente o pedido veio incompleto, passei uma msg a lannister (sem receber a resposta), recebi o restante do pedido 2 dias depois.",4
Muito gostei do produto e a entrega foi rápida também !,1
ótimo preço e entrega rápida ,1
"Pedido chegou no prazo, produto de acordo com o anunciado.",1
"No inicio fiquei com receio.
Adorei,rápido e pratico.
Obrigado.",1
"Prefiro , comprar como era antes , do processo de lojas parceiras é muito ruim as mercadorias não chegam em 1 só dia . Acaba nos prejudicando , tendo que ",0
"Produto bom, adorei",1
muito bom comprar aqui,1
Recomendo mas precisa melhorar o rastreamento dos produtos,1
Produto entregue bem antes do prazo. Minha filha adorou.,3
Adorei,1
realizei a compra e no site tinha uma data para entrega só que essa data não foi cumprida ,0
gostei muito ,1
Sem comentários....,1
"Quando inciei com as lojas lannister achei otimo, mais devido a falta de consideração nesta ultima compra que realizei fico muito triste com a falta de atenção para o cliente. Até presente data.",2
Produto não corresponde com o produto da imagem,2
"No anúncio dizia ""Marca--- Canon"" e eu recebi um produto ""Similar"" ""compatível"". Se eu quisesse um produto falsificado/pirata compraria na minha cidade por 10 reais, não precisaria recorrer à internet",0
produto atrasado sem resposta da loja ,0
"Comprei cartucho compatível com a impressora Deskjet 4580 , cartucho colorido 21 ml.
Recebi com 17 ml e na embalagem não consta o número de minha Deskjet. . O que faço ? 
",0
Chegou no prazo e como eu esperava super recomendo ,3
não recebi o produto consta que o mesmo voltou para o remetente. como faço para que possa reviar-lo?,0
