comment,cluster
ótimo produto,0
não rompi o lacre do produto para conferir detalhadamente,0
´´otima,0
se abaixar o frete comprarei mais.,4
😆😆😆😆😆😆,0
CORREIO TA UMA DROGA,4
Foi facil fazer a compra e muito bom a entrega.,3
nao recebi o produto nem mandaro nem uma ligaçao,3
Sou cliente da loja e sempre satisfeita com o atendimento e qualidade do servico ,0
nao recebido,3
"recebi o produto tudo certinho acima do esperado e bem antes do prazo, top, top, recomendo

Naldo Antenista (11) 98325-0763",2
Tapete muito bom... e da pra personalizar o tamanho cortando,4
Muito bom foi entregue muito antes do prazo de entrega. Eu comprei no dia 22/10/17 e chegou no dia 03/11/17 mais tinha um prazo de 27 dias úteis. Obrigado pela rapidez ,2
"Muy buena

",0
Estou satisfeita com o produto,0
"Na descrição do produto indicava que era para Corolla até 2018, porém o tapete apenas protege parte do assoalho do carro, pois o mesmo tem medidas reduzidas.
Mesmo assim preferir não devolver.
",4
Satisfação total.. Em preço e qualidade!!,3
O prazo era até dia 23/03 e até o momento não recebi. Quero saber o que está acontecendo.,1
"Os garfos e facas adquiridos demoraram muito para chegarem e vieram sem a NF, jogados numa caixa deformada e os utensílios todos de baixa qualidade, vieram amassados e com as pontas dos garfos tortas.",4
"Ainda vou esperar meu bebê nascer para usar, mas o produto aparenta ter uma boa qualidade ",4
"Correu tudo normalmente. Mercadoria chegou no prazo, bem embalada. Sem nenhum oribjems",2
Entrega o que promete ,0
O termômetro veio com a pilha vazando e não ligou. ,3
Bom,0
Veio todos os produtos no prazo certo mais veio uma peça Errada...,4
Ainda não testei ,3
gostei,0
"Produto excelente para conservação do console, contra poeira e tempo 👍🏽",0
Maravilhoso,0
"Além de não ter sido frente grátis, teve um prazo muito longo de entreg, quase um mês",3
recebi o produto em 10 dias e o produto está funcioando,3
"Na verdade estou esperando resolver o meu caso, mais acredito muito nesta empresa",3
produto entregue no prazo e tem boa qualidade,2
O produto chegou rápido e da forma solicitada.,0
Tudo perfeito e como prometido!,0
muitro bom o produto chegou dentro do prazo.,2
"ainda não recebi , ja fiz varias reclamações e o stark não resolve meu problema",1
recomendo aos compradores pois chegou antes do prazo previsto e tudo em ordem.,2
"O produto chegou errado, estou aguardando retorno.",3
Mto satisfeito com os serviços obrigado,0
Falta um dos produtos: lençol 4 peças branco. Foi entregue somente o jogo bege ponto palito.,4
Não sei porque as lojas insistem em mandar os produtos pelo correio! Todos atrasam.,3
não recomendo por que ate agora minha encomenda não chegou,3
"gostei da compra, uniu a mercadoria com o valor
",4
Produto entregue antes do prazo e em perfeito estado . ,2
SEMPRE GOSTEI DAS LOJAS AMERICAS,0
"tudo certo, só demoraram na postagem; mas respondiam com certa celeridade pelo facebook (a targaryen).",3
"Depois dessa compra meu cartão foi clonado. Estou muito chateada!
",3
"Produto de ótima qualidade, conforme anunciado.",0
nao compensa nao imprimi nem 30 folhas com o cartucho preto..... nao compensa,4
Recomendo a loja e o produto entregue,0
Minha avaliação é zero. Estamos desde o Natal aguardando q o nosso alto investimento feito com muito esforço traga a devida alegria a uma criança altamente merecedora.,3
super recomendo produto correto,0
O pedido esta como se fosse entregue mais nao recebi nada,3
"Utilizei no capacete e eliminou o cheiro de suor.
Compra entregue em 2 dias - muito eficiente quando não utilizado os correios!!!",3
"Bom dia , as toalhas são de ma qualidade super finas , parece ate mais pano de chão.",3
O produto chegou porém não funcionou. ,0
"loja muito responsavel,entrega muito rapido antes da data marcada..",2
Chegou bem antes do prazo... Recomendo com certeza.,2
"A embalagem do produto é um pouco diferente mas faz parte da mesma marca e o valor nutricional é o mesmo, no começo fiquei na dúvida por causa disso, mas não tem problema gostei também. Site ótimo.",4
Gostei.,0
Qualidade do produto um pouco baixa!,4
"Produto recebido divergente ao comprado, gerando frustração e perda de oferta de outras opções analisadas.",3
otima loja ,0
"Amei o produto, chegou antes do prazo, veio até brinde e tudo com muito capricho",2
Não recebi o produto em casa. Sendo que tem gente a todo momento em casa para receber. Por favor informe o nome da pessoa que recebeu...já perguntei a todos aqui e ninguém recebeu o produto.,3
Muito bom mesmo!!!,0
Correspondeu todas as expectativas!,0
"É uma falta de responsabilidade por parte da firma,por conseguinte, das lannister, em propagandear um tempo de entrega que não é cumprido.",3
Chegou antes do prazo. Tudo ok,2
Entregue antes do prazo é produto de acordo com a descrição do anuncio- excelente,0
"Muita demora na entrega do produto, vc não consegue rastrear o produto não recomendo a loja.",3
Muito bom recomendo,0
O vendedor não entregou o produto e também não informou o porquê.,3
O produto foi entregue bem antes do prazo.,2
"Excelente, gostei.",0
"Estou esperando o produto até semana que vem, se não chegar vou procurar meus direitos! Espero a solução ",3
A entrega e o atendimento foi otimo super recomendo,0
muito bom,0
Muito bom o tapete. Exatamente o que eu esperava. Entrega demorou um pouco.mas tava dentro do prazo. Recomendo. ,0
produto bom,0
"Veio bem embalado e ótima condições,Ainda não usei.",0
"Ainda não utilizei o produto, mas a entrega foi rápida.",3
"Os produtos da loja targaryen são de ótima qualidade e chega até antecipado de seu prazo previsto para entrega, porém, acredito que por falta de atenção o modelo do meu relógio chegou errado.",0
Recebi o produto 3 dias após ter efetuado a compra. O toalha de mesa é bonita e a qualidade pelo preço que está é excelente..,3
otimo ,0
"Não estou satisfeita, pois ainda não recebi o produto.",3
"Eu encomendei 2 mosquiteiros de solteiro Elegance e 1 queen. Chegaram 3 mosqueteiros de solteiro e nenhum queen. As 3 notas fiscais que vieram descrevem outros produtos, não os encomendados.",4
Perfeito. Adorei.,0
O produto foi entregue antes do prazo . Obrigada por acatar nosso apelo. Nota 10.,2
"A configuração estava 3.4 ghz e me entregaram 3.1 driver antigos 2015, processador segunda geração antigo e ultrapassado, lento e não suporta o windows 10.",3
Eu recomendo,0
Gosto muito dessa loja.Compro com frequência.,3
Super reconendo,0
Os produtos cheragam porém não eram exatamente os que estavam na fotos mais da pra usar,4
solicitei a devolução mesmo assim me mandarão e mandarão errado,3
"Quero trocar a cadeira, pois veio de outro modelo que o escolhido.",4
Entrega antes do prazo. ,2
Maravilha,0
"O produto chegou em perfeitas condições, o site lannister.com provou mais uma vez ser confiável. Contudo, houve atraso de 3 dias na entrega (considerando o prazo fornecido pelo próprio site).",3
Estou satisfeito com o processo de compra mas não com o produto. O fone de ouvido é de má qualidade e o produto tem um manual de instruções muito ruim.,4
"Entrega antes do prazo. Tudo certinho. Único problema foi informação errada, dizendo que o produto não poderia ser entregue ao endereço, mas em seguida enviaram. ",3
Tudo certo! Chegou bem antes do prazo e muito bem embalado! Recomendo,2
Estou aguardando receber ,3
"Comprei 03 mini transformadores, há vários dias, já passou o prazo de entrega e ainda não recebi os produtos que comprei. Absurdo! Estou precisando muito dos produtos e ainda não os recebi.",1
Não recebi o produto,3
Gostei e recomendo!,0
"Super atrasado a entrega , prometeram em 12 dias e até agora não chegou 02/01/2018 era um presente , agora já perdeu o sentido ",3
"A loja ótima, o produto ainda não sei.",3
"Comprei 04 unidades, e foram entregues apenas 02 pacotes com 01 unidade cada. Ainda não sei se serão entregues as outras 02 unidades faltantes.
De qualquer forma, a entrega deve ser de uma única vez.",3
"Produto confiável muito bom 
",0
Produto como descrito. Mas não gostei pq o som do alarme é muito baixo.. ,4
Recomendo os produtos e o vendedor a todos.,0
Não recebi o produto fiquei muito desapontada ,3
"Infelizmente o produto não era o q eu queria, as dimensões nao e informada do produto . ",3
Rapidez e eficiência.Produto entregue no prazo correto.,2
Os relógios veio com modelos diferentes do que tinha comprado pelo site. Só não vou devolve los pelo fato de ter que usar na minha viagem.,4
"Loja excelente, recomendo.",0
"Não comprei esse produto, foi feito o cancelamento dessa compra.
Meu cartão foi clonado.",3
"Não vieram 4 parafusos dos braços da cadeira. Gostaria de saber como podemos fazer. Grato.
Reginaldo (11) 9.9911-5025 ",4
"Produto bom e de muita qualidade , chegou até antes do prazo ! ",2
"Pedi HD 500 GB SATA Notebook Samsung R520

1 unidade - R$ 269,00 cada

 
E recebi Hdd 2,5 Notebook / Desktop Seagate St500lm030 Barracuda 500gb 5400rpm 128mb Sata 6gb/s",3
Produto com defeito não funciona está com problemas tanto no regulador como não aquece a Água liga passa 30 sgds já desliga não recomendo a Oslit lannister sim,3
Mt bom o atendimento ,0
O produto chegou antes do previsto,2
o produto não chegou,2
"O carregador anunciado não confere com o entregue, na caixa do produto vem até escrito a amperagem qual eu necessitava ,porém no carregador consta metade da amperagem oferecida pelo vendedor ",4
Agilidade na entrega... produto conforme o solicitado. Super recomendo !,0
"Envio rapido, produto conforme descrito no anuncio.",0
TUDO ÓTIMO,0
"Comprei dia 6/10 chegou 26/11 e trincado e com mau contato,e estou tentando reclamar no site atendimento@lannister.com.br e a reclamação está sendo devolvida.Demora de 50 dias de entrega com defeito.",1
O produto não carrega nem com 10% da mesma capacidade que o carregador original,4
Não recebi nada até agora,1
"Produto chegou quebrado, em uma avaliação inicial nos pareceu ser uma embalagem que não garante a integridade de um produto feito em vidro.",0
Esperava a impressão com mais qualidade mas no geral o produto é muito bom.,0
Não tenho como avaliar um produto que não recebi.,3
"Compra, atendimento perfeito r entrega no prazo. Nota 10.",0
"Produto fora de prazo, não deram satisfação alguma, compra realizada no final do mês passado, tendo passado dois dias da data de entrega e o produto nem saiu pra transporte.",1
entrega muito rapida sempre que compre chega antes do prazo.,2
O tapete não chegou na data prevista. e veio errado o tamanho que encomendei.,3
Trabalho de qualidade,0
Foi comprado para meu cunhado utiliza-lo no dia-a-dia. Conheço a marca ALCATEL e acho que este aparelho será o ideal.,3
Obrigado pela venda,0
Visor do fone td arranhado unico problema. ,3
"O produto veio em duas oportunidades, mal embalado, com diversas avarias na pintura, algumas peças tortas. Precisam melhorar a embalagem e colocar avisos de ""Frágil"" ou não pisar.",4
"o produto veio com uma das caixas de som com a saida fora do lugar,promete 16 watts de potencia e nao chega a 10 wattstalves se tivesse comprado em 1camelo nao teria me decepcionado tanto uma porcaria",4
liguei nesta data pra central pois desse pedido ainda nao recebi a cadeira de escritorio e acompanhando meus pedidos esta como entregue,1
O produto tem que vir com os parafusos para fixação do mesmo na moto. Pra ser completo na questão de compra sem ir nas lojas físicas.,4
"Ótima Loja, entrega no prazo!",2
"Otimo produto. Porem recebi na cor rosa, no anuncio dizia q vinha preto",4
Bonito prático super indico ,0
Muito satisfeita.,0
"Chegou muito rapido.
Obrigado",0
Obs: só este produto foi entregue. Lençol Avulso Com Elástico Solteiro Malha Penteada Verde,0
As almofadas são lindas e divertidas ,0
Adorei a qualidade do produto e o detalhe na lateral. Muito linda!!!,0
Parabens ,0
recebi um de meus produto antes do prazo ,2
"Produto muito bom superou minhas expectativas, entrega foi bem antes do previsto, pediu 32 dias úteis e entregou com 8 dias úteis porisso eu recomendo a todos e de confiança parabéns",2
"alguns tablets de bcaa vieram quebrados, diminuindo a qualidade do produto",4
Produto chegou antes prazo. Preço acessível para um produto de excelente qualidade.,2
"Recebi o produto certo mas divergente da cor solicitada.

Solicitei cor preta e veio verde",4
Se realmente tivenssem preocupação com os clientes nao deixariam a desejar em questao as entrega pois como que outros pedidos que foram feito no mesmo lugar e dia chegaram e eles colocam dificuldades.,4
"muito rápido e tudo certo, recomendo.",0
"Os produtos são fofos , lindos!!! Parabéns !! ",0
"Durante todo o prazo, nem a nota foi emitida.",0
Fiz a compra no início de setembro e até hoje 11 de outubro não recebi o produto aguardando uma solução da empresa,1
Entrega muito rapida,0
o produto foi entregue no prazo e bem acondicionado,2
td certinho!!,0
Excelente produto recomendo,0
Falso e com arranhões na tela,0
"Minha compra foram de duas bandejas, a loja só mandou uma peça na embalagem.",3
s,0
PRODUTO E ENTREGA EXELENTE,2
Como eu imaginei,0
Muito grata pelo cuidado e carinho para comigo gostaria de dizer que vcs são 🔝🔝🔝🔝em atendimento ao consumidor feliz 2018 a todos das lojas lannister 😘😘,4
O prazo de entrega já expirou e a loja não fala nada .,3
Obrigado compra perfeita e correta ,0
O relógio recebido não condiz com a foto do anúncio. Creio que o relógio seja falso! Entrei em contato com a loja mas até agora não obtive retorno.,1
"Recebi o produto corretamente, mas não pude avaliar sua eficácia.",3
.........,0
"Fiquei decepcionada pelo fato de ter pago o frete e os Correios não entregaram na minha residência, tive de me deslocar até as agências dos Correios , por este motivo não comprarei mais nas lojas amer",4
O produto atende ao esperado. Bom custo x benefício,0
"adorei o produto, a embalagem, o cuidado no envio. tudo excelente. recomendo!!",0
"Legual o atndimemnto
",0
Ok,0
"Aré a presente data não recebi a mercadoria, o que me surpreendeu , uma vez que a lannister.com sempre cumpre os prazos. Em alguns produtos houve até antecipação .",3
"Parabéns, chegou antes do prazo é exatamente o que pedi. Recomendo",2
"nao cunpre oque promete
",0
"Recomendo a loja lannister ,desde o atendimento até a entrega.grata.",0
"Gostei muito,tudo certinho!!",0
"Estou muito chateado pois ainda não recebi e não tenho nenhuma satisfação a respeito, se vcs não resolverem logo com o envio viu procurar meus direitos pois já paguei.",1
Produto não entregue. Gostaria de saber como proceder para ressarcimento ou entrega do mesmo.,3
O produto não tem mais a qualidade dos anteriores! 😟 Infelizmente nao comprarei mais sem ver o produto demonstrado na loja! Tenho uma mesinha antiga e pude comparar. ,3
"Eu recomendo essa loja recebi meu produto antes do tempo e veio direitinho.. estão de parabéns

",0
"Chegou tudo certo, dentro do prazo",2
"Adorei a capinha protetora. Porém a película é menor que o celular. 
",4
Aprovada,0
Recebi a metade do pedido. Nao recebi o lustre ainda,3
Ainda nã recebi o produto,3
"Não entregaram e disseram que iriam cancelar o meu pedido, mas até agora estou aguardando o cancelamento e a devolução do crédito",1
"produto mt bom,excelente.",0
Não recebi e fiquei sem informação se vai ser cancelado ou vai entrega ,3
"A mochila veio muito pequena. Não cabe livros. Pedi o cancelamento , a devolução do produto e o valor de volta como estorno no cartão de crédito desde o dia em que chegou. (20/01/2018) Aguardo contato",1
exatamente o que comprei,0
"Já comprei muitos produtos das Lojas lannister. Contudo, não sei o motivo de não receber e-mais com ofertas de seus produtos.
Atenciosamente.",3
Produtos de qualidade e entrega rápida.,2
"Ficamos muito satisfeito com o profissionalismo de voces, obrigado.",0
"Só achei ela pequena pra seis xícaras ,mais é um bom produto
",4
super recomento recebi antes do prazo veio tudo certo fiquei satisfeito loja nota 10,0
O produto é maravilhoso ..já a entrega demorou muito.,0
dos 2 produtos só recebi 1,3
"nem um pouco satisfeito pois compramos os produtos,não chegou na data prevista,estamos bastante chateados com o site,precisamos de uma resposta urgente de vocês????????? ",3
"Recebi o produto em excelente estado, dentro do prazo estipulado. Valeu !!",2
Ótimo,0
"Seu processo em minha opinião esta errado por não haver quem atenda a chamada para tirar dúvidas, essa compra foi altamente estressante, pois só depois de um tempo consegui resolver meu problema. ",3
"Produto de má qualidade, nada a ver com a foto, não recomendo, pior compra q/ fiz no stark, nunca tive problemas antes dessa compra horrível, não devolvo pq ñ tenho de correr atrás disso.",1
Chegou antes do prazo e gostei muito do tapete.,2
"o prazo venceu e meu produto não foi entregue. 
foi uma péssima compra, não voltarei a comprar",3
"Otimo produto, pratico e fácil de usar. Porém poderia vir com uma lâmina junto acompanhada, fora isso uma beleza",4
"O PARCEIRO UTILIZA-SE DE MA FE E ENVIA UM PRODUTO COM CONFIGURAÇÃO AQUEM DA OFERECIDA NO ATO DA COMPRA. ESPERO QUE TENHA SIDO SO UM ERRO E QUE SEJA SANADO, CASO NAO SEJA, SOLICITAREI VIA JUDICIAL",3
"o atendimento da loja foi dez, somente o produto não foi o que eu esperava.",3
"Bom dia.

O prazo máximo de entrega do produto foi dia 08.06 e, hoje já é dia 10 e até agora, não recebi nenhuma satisfação.
estou decepcionada e não pretendo comprar outra vez.",1
Muito bom minha primeira comprar muito satisfeito,0
Ótimo ,0
"Uma das luminárias chegou amassada, mesmo protegida na caixa. O material de alumínio é táo fininho (quase uma casquinha). Quando se le que o material é ^alumínio^ imagina-se de melhor qualidade.",4
Ok,0
"comprei tres relogios,vieram 2,o mais caro de 181.40 ainda nao veio,paguei no boleto dia 9/8,estou na espera",4
Ter algum apoio sobre a instalação do produto.,3
O produto era pra ser entregue dia 24 e hoje é 26 e nenhum parecer... péssimo ,3
Gostei do produto e a entrega foi super rápida.,0
"Capinha encaixa super bem no aparelho, material de qualidade. E chegou bem antes do prazo.",0
"Venderam uma geladeira que ainda estão esperando fabricar, recebi mensagem que não vão entregar a mesma como posso confiar na loja desta forma.",3
Comprei dois itens e recebi só um.,3
produto muito bom recomendo sempre,0
Capa não protege tanto quanto eu pensava.,4
"Excelente atendimento e produtos.Espero q continue sempre assim.
",0
Chegou perfeita e antes do prazo..parabens a americana e parceirasss,2
Relógio muito bom. Possui vários modelos com bom acabamento e estilos. ,4
"Bom dia, compra a mais de 30 dias e não recebi o produto, solicitei o cancelamento mas não tive retorno.",1
Bom produto ,0
Produto entregue rapidamente! Sempre bom e seguro comprar com lannister.com!,0
PRODUTO ENTREGUE ANTES DO PRAZO. RECOMENDO.,2
Encaixa perfeitamente ,0
produto bom e entrega rápida.,0
lannister e otima,0
Chegou antes do prazo!!! Excelente produto ,2
Comprei num dia e chegou no outro. Nao podia ser melhor.,3
"O produto não veio com as 7 peças conforme a publicação do site .so foi entregue 3 peças cortina,prendedor de cortina e suporte de varão.",4
"Material resistente, as costuras bem feitas, comprei a branca e achei muito bonita depois de colocada. Apenas me confundi e comprei a com alças e não a de ilhos, mas o resultado final foi melhor.",4
Entrega super rápida! Não experimentei o produto ainda.,2
"lannister + a empresa partner bateram o recorde
com relaçao ao prazo de entrega.
Foram extremamente eficientes e rapidos......me 
surpreendeu !!!!",0
"Complicado de dar até opinião, pra começar caixa avariada, produto totalmente diferente do que comprei, total decepção!!!!!",4
Bom,0
Meu produto n chegou entao n vou falar nada,1
Muito bom,0
Produto de boa qualidade e a Loja Americana entregou antes do prazo.,2
"LINDO!!! RECEBI ANTES DO PRAZO.
AMEI.",2
Rapidez na entrega superou as expectativas,0
parabéns .,0
"O tipo de envio ""PAC"" dos correios demora muito , como geralmente a peça de carro e necessária com uma certa urgência deveria ter a opção de sedex. Prefiro pagar R$ 20 a mais no frete e receber logo",4
Recebi o produto corretamente em minha residência.,0
"produto veio certo e antes do prazo previsto, muito bom eu recomendo
",2
lindos,0
"vou comprar de novo , gostei e é excelente os produtos obrigado!",0
A entrega foi muito rápida,0
O produto ainda não chegou na minha casa.,3
atendeu o solicitado,3
Comprei 3 luminarias e recebi apenas 2. Veio a Nota Fiscal constando 3 e apenas 2 luminarias na embalagem. Abri reclamação pelo site imediatamente e aguardo retorno.,1
"Como de costume, a lannister manda muito bem no serviço e o relógio era tudo que eu esperava, estou muito satisfeito",0
Adorei muito lindo super recomendo! ,0
Site péssimo,4
Ate agora não estornou minha compra Que não foi enviada por causa de estoque e so fui comunicado depois de abrir cancelamento no pedido.,1
chegou quebrado,0
RECEBI ANTES DO PRAZO...SATIFEITO!,2
Não recebi o produto e nem reembolso,3
Estou satisfeito com a compra,0
"Muito boa a loja, entrega antes do prazo.",2
"Chegou antes do prazo de entrega, adorei e super recomendo a compra.",2
"Rapidez na entrega , lucro rápido ",0
Legal,0
"Não recomendo este produto. Aparentemente falsificado, o som é de péssima qualidade, nada parecido com o original que eu tenho.",4
"Muito bom, chegou rápido. Já fiz alguns testes e funcionou muito bem",0
Ainda não recebi minha entrega comprei TV muito antes pela stark e ainda esse produtos que já vai fazer mês não chegou..,1
"Geralmente uma boa loja, mas ainda estou aguardando o produto para melhor avaliar.",3
Muito satisfeito com a compra. ,0
Tudo dentro dos conformes.,0
Muito bom!!!!,0
Tudo dentro dos conformes. O produto chegou bem embalado e antes do prazo.,2
"Bom dia 
Gosto de comprar pelas lannister mais desta vez fiz a escolhar errada, acho que quando escolher os parceiros eles tem que cumprir o que anuncia.",3
Eu recebi um produto mas eu não comprei somente um produto ou o outro produto que comprei é de outra loja?,3
Produto entregue no prazo e o produto é excelente .,2
"Produto não entregue, entrarei na justiça.Pois sei que voces irão me cobrar.Super decpcionada.",1
"Produto entregue dentro prazo. Só achei o volume menor do que imaginado. Mas isso acontece, nem sempre temos noção de quantidade. Agora vamos usar e ver se realmente funciona.",4
Produto ótimo.,0
Acharia muito interessante que ao colocar o nome do cliente deveria ser utilizado o nome completo,4
Comprei 10 e recebi somente 5. ,3
entregue antes do prazo muito bom,2
"Entrega rápida, produto igual ao anunciado.",0
Eu vou devolver o produto,3
"Embalado perfeitamente, amei!
Só gostaria que as favas não fossem cortadas, gostaria que chegassem inteiras",0
desejo receber o produto que comprei,4
"Infelizmente, o produto veio errado. Pedi chocolate e veio chocolate amargo. Mas o produto é excelente. ",4
"Muito obrigado a stark produto de exelente qualidade, e chegou antes do prazo, parabéns.",2
O prazo era ate dia 3/4 e ate hoje nada .nao me deram nem previsao nova de entrega .so quero que resolvam e me entregue o mais rapido possivel .porque se eu nao estivesse precisando nembteria comprado,1
Além de entregar rápido...estava sem um arranhão e o entregador veio de moto...muito educado. Recomendo a loja e comprarei mais desta loja.,0
Produto de qualidade e dentro do prazo,2
"bem pratico , otimo",0
"Pedi dois produtos mais Recebi uma caixa apenas com um, logo em seguida recebi um e-mail da lannister perguntando se eu recebi os dois produtos. ",1
"recebi o produto hoje, porém ainda não instalei.",3
"Achei,ao olhar a foto q o produto era melhor, q pena",4
"Comprei uma luminária pendente, entrega de acordo com pedido, no prazo combinado é produto em perfeito estado. ",2
"gostei muito de compra com esse vendedor, parabéns, chegou bem antes do esperado.
recomendo",2
Demorou para entregar,0
não me entregou no prazo cancelei a compra.,3
otimo,0
RECEBI O PRODUTO MAS. NÃO ESTA FUNCIONANDO. DEIXEI VARIAS HORAS CARREGANDO E NÃO ACENDE NENHUMA LUZ.,3
"O produto veio com a pulseira descascada, paguei pelo frete e eles enviaram via Correios resultado tive maior transtorno para retirar nos Correios e quando fui ver o produto com defeito.",4
"Entrega super rápida comprei na segunda recebi na quarta feira da mesma semana.
Relogio lindo e charmoso !!!
Adorei😍",0
Não tenho nada a declarar pq cancelei a compra no dia 13/02/2018 e não recebi nenhuma entrega,1
Muito bom,0
"NUNCA MAIS lannister UM ENGODO. vOU DIVULGAR ESTA ENGANAÇÃO PARA TODOS, INCLUINDO PROTESTE. ",3
"Fiz a compra da mochila pelo site, o processo de envio foi rápido mas os correios deixaram a desejar, pois o produto chegou depois do prazo. O material da mochila é muito bom, ótimo custo beneficio.",4
Estou satisfeita com a compra.,0
Boa compra,0
"Comprei um kit bolsa para bebê e gostei muito, chegou bem antes do combinado...

Superou minhas expectativas...",0
"Apesar da boa relação preço/qualidade e de que a mesa foi entre quase 1 mês antes do que avisam no momento da compra, ainda assim levou uns 25 dias para entregar um móvel tão simples.",3
"Quando comprei o produto imaginei que fosse maior , mais alto de modo que completasse a pipoca sem derramar.",4
produto bom e entrega antes do prazo.,2
"Chegou antes do prazo esperado .
Produto bom e muito bonito!",2
"vale a pena compra produto




",4
Produto de ótima qualidade e entrega dentro do prazo,2
Muito feliz com a compra. ,3
"loja Medidas Bolsa Grande: 32cm de Altura x 45cm de Largura x 24cm de Espessura
realidade
consumidor Bolsa Grande: 28cm de Altura x 38cm de Largura x 14cm de Espessura
",4
"otimo produto, otimo empresa de venda",0
Estou esperando meu produto que não chega está atrasado e não consigo falar com responsável...,1
muito bom o produto super recomendo o vendedor,0
"produto lindo, chegou no endereço certo e sem defeito",0
bom dia não sei se foi os correios que atrasou mas o produto demorou demais para chegar,3
Perfeito,0
"Conforme já mencionei na solicitação de devolução que abri, recebi apenas 1 unidade sendo que havia comprado 3. Esta 1 unidade esta na voltagem errada e no tamanho errado. Quero devolver e quero meu d",1
"Entregue antes do prazo, com qualidade e como especificado na publicação.
Recomendo.",2
Nota 10 ,0
Gostei do produto e a entrega foi quase no dia seguinte.,3
Adoro comprar na lannister.com. Nunca tive problema com as compras. ,3
"meu produto não veio, voltou para São Paulo/SP, e pedir devolução do meu dinheiro",1
"Recebi o produto, a capa é boa, porém a película não serve, meu aparelho tem a tela curva nas laterais e a película não acompanha, assim sendo pequena mas vou usada até a comprar a correta.",4
"Acabamento e fragilidade no produto, equivalente ao preço pago!veio envolto em um plástico,muito de mal gosto",4
"O produto esta em atraso, não muda o status desde o dia 18/03, e era para ter chegado no dia 26/03 hoje já é dia 30/03 e ainda não chegou,gostaria de uma posição. ",3
Ótimo ,0
"Amei , muito lindo, grande, prático pra fechar.. Não tenho o que reclamar. Se encaixou perfeitamente no que eu esperava. 
A entrega foi rápida, 2 semanas antes do prazo. 
Super satisfeita. Recomen",0
"Muito ruim ... Comprei 02 Kits e foi entregue somente 1 Kit de cabide, porém, no rastreamento constam que foram entregues os 2 produtos e não consegui contato com o vendedor targaryen",1
Quando entregar eu formulo uma opinião.,2
"Adorei a almofada, só precisam tomar mais cuidado ao embalar a mercadoria, pois socaram numa caixa menor, tanto que o fucinho do unicórnio veio murcho e o chifre viciado em ficar dobrado. :(",4
Amei tapete lindo!!,0
"Pedi azul e veio preta, fora que o auto falante superior infelizmente veio com ruídos , xiados. :(",4
Eu comprei o produto da embalagem que apareceu no sit . Porem me enviarao o produto com outra embalagem. No qual nunca vi a mesma. ,3
Ainda vou testar o produto.,3
Produto de exelente qualidade a encomenda chegou antes do previsto parabéns pela eficiência. ,2
"Fiz a compra de duas mangueiras expansíveis, e somente recebi uma delas. Como o pagamento do produto adquirido foi feito com cartão de crédito, quero saber quem vai me restituir o valor ?



",1
"A pia chegou antes do prazo, a qualidade da pia não é tão boa, veio com umas lasquinhas na base da pia. Mas pelo preço e aparencia vale! ",0
Nao recebi nem o produto nem o reembolso.,3
Recomendo.,0
Atrasou na entrega de um item mas foi resolvido muito rapido,3
"Nao recebi o produto,ja liguei varias vezes estou apreensiva",1
ATENDIMENTO E ENTREGA EXCELENTE SUPER EM DICO ESTÃO DE PARABÉNS PELA LOJA VIRTUAL,0
Amei comprar aqui adorei os produtos que eu comprei e a entrega super rapida,0
Adorei esse produto.,0
"sobre a loja tudo ok
sobre o produto,não comprem aparelho muito ruim em relação aos seus aplicativos,nao tem no watsapp recebimento de videos e nem faz chamadas ",3
LDOCKCIFJFJRH FJFJHRY MBKDIEOEP,0
BOM,0
"Comprei dois perfumes, o Tommy Hilfiger recebi caixa lacrada parece ok, mas o perfume da Gabriela Sabatini a caixa está sem lacre e tem etiqueta auto adesiva fundo do frasco lado externo. Será falso??",4
Nunca vi isso vc paga o frete e não receber o produto ! ,4
Recomendo.,0
"Olá gostei muito da boneca, porém ela veio com o nariz pintado de rosa. Como não tenho como devolver,fico com medo de não chegar para o natal,gostaria de saber se existe uma maneira de sair a mancha",4
"Entregaram no endereço antigo,alguém que não fui eu, recebeu meu produto,tinha mandado cancelar,não cancelaram,não consegui falar na central, entregaram meu produto p outra pessoa sem aconfirmaçao 
",1
Não recebi o produto. ,3
as lojas lannister sempre cumpre o que promete ; super recomendo,0
Top de linha chegou antes do prazo!,2
Oi....veio certinho e muuuuuito rápido...amei,0
"Produto danificado, onde se coloca o olho, está solta a peça",4
Parabens pelo produto. Muito bonito e o prazo fe entrega perfeito. ,2
pensei que fosse maior,4
Produto ótimo e entregue no prazo. ,2
Bom produto,0
"O material não é muito bom, e foi entregue com a almofada, com a costura toda torta, não parece que é um coração. ",4
Entrega é produto conforme combinado,0
Muito Bom!,0
" Ainda nao recebi, nao posso tecer mais comentarios .

Att,",3
"A marca cassio sempre foi excelente, estou aguardando a chegada do produto para fazer a reavaliação do Revendedor.",3
"no geral, acredito que deverão ver esse lance de frete, é muito caro.",4
Ótimo custo benefício... Comprei pra dar de presente e a pessoa adorou. Fragrância moderna e nada enjoativa. ,3
Nunca tive problemas!,3
Pedido ainda não foi totalmente entregue. Continuo aguardando pois ainda não expirou o prazo de entrega.,3
"Produto veio correto e entregaram no dia após a compra, mesmo com a previsão de 7 dias.",3
Dentro do prazo e bem embalado.,2
"Produto lindo, leve!",0
